STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,COU,Country,VAR,Variable,TIME_PERIOD,Year,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,NLD,Netherlands,ELV_PM,Emission limit value PM,2005,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,NLD,Netherlands,ELV_PM,Emission limit value PM,2006,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,NLD,Netherlands,ELV_PM,Emission limit value PM,2007,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,NLD,Netherlands,ELV_PM,Emission limit value PM,2008,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,NLD,Netherlands,ELV_PM,Emission limit value PM,2010,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,NLD,Netherlands,ELV_PM,Emission limit value PM,2009,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,ITA,Italy,TAXNOX,Nitrogen Oxides (NOx) Tax,2010,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,FIN,Finland,ELV_DIESELSO,Emission limit value sulphur,2009,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,FIN,Finland,ELV_DIESELSO,Emission limit value sulphur,2010,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,GBR,United Kingdom,ELV_DIESELSO,Emission limit value sulphur,2010,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,SVK,Slovak Republic,ELV_DIESELSO,Emission limit value sulphur,2009,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,SVK,Slovak Republic,ELV_DIESELSO,Emission limit value sulphur,2010,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,JPN,Japan,TAXDIESEL,Diesel tax,1995,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,CZE,Czechia,ELV_DIESELSO,Emission limit value sulphur,2009,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,CZE,Czechia,ELV_DIESELSO,Emission limit value sulphur,2010,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,NLD,Netherlands,ELV_DIESELSO,Emission limit value sulphur,2009,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,NLD,Netherlands,ELV_DIESELSO,Emission limit value sulphur,2010,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,GRC,Greece,FIT_SOLAR,Solar Energy support (Auctions & FITs),2010,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,FRA,France,TAXDIESEL,Diesel tax,1994,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,FRA,France,TAXDIESEL,Diesel tax,1995,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,FRA,France,TAXDIESEL,Diesel tax,1996,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,FRA,France,TAXDIESEL,Diesel tax,1997,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,FRA,France,TAXDIESEL,Diesel tax,1998,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,FRA,France,TAXDIESEL,Diesel tax,1999,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,NOR,Norway,TAXNOX,Nitrogen Oxides (NOx) Tax,2007,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,NOR,Norway,TAXNOX,Nitrogen Oxides (NOx) Tax,2008,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,NOR,Norway,TAXNOX,Nitrogen Oxides (NOx) Tax,2009,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,NOR,Norway,TAXNOX,Nitrogen Oxides (NOx) Tax,2010,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,JPN,Japan,RD_SUB,Low-carbon R&D expenditures,1990,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,JPN,Japan,RD_SUB,Low-carbon R&D expenditures,1991,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,JPN,Japan,RD_SUB,Low-carbon R&D expenditures,1992,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,JPN,Japan,RD_SUB,Low-carbon R&D expenditures,1993,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,JPN,Japan,RD_SUB,Low-carbon R&D expenditures,1994,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,JPN,Japan,RD_SUB,Low-carbon R&D expenditures,1995,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,JPN,Japan,RD_SUB,Low-carbon R&D expenditures,1996,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,JPN,Japan,RD_SUB,Low-carbon R&D expenditures,1997,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,JPN,Japan,RD_SUB,Low-carbon R&D expenditures,1998,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,JPN,Japan,RD_SUB,Low-carbon R&D expenditures,1999,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,JPN,Japan,RD_SUB,Low-carbon R&D expenditures,2000,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,JPN,Japan,RD_SUB,Low-carbon R&D expenditures,2001,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,JPN,Japan,RD_SUB,Low-carbon R&D expenditures,2002,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,JPN,Japan,RD_SUB,Low-carbon R&D expenditures,2003,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,JPN,Japan,RD_SUB,Low-carbon R&D expenditures,2004,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,JPN,Japan,RD_SUB,Low-carbon R&D expenditures,2005,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,JPN,Japan,RD_SUB,Low-carbon R&D expenditures,2006,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,JPN,Japan,RD_SUB,Low-carbon R&D expenditures,2007,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,JPN,Japan,RD_SUB,Low-carbon R&D expenditures,2008,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,JPN,Japan,RD_SUB,Low-carbon R&D expenditures,2009,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,FIN,Finland,ELV_NOX,Emission limit value NOx,1991,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,FIN,Finland,ELV_NOX,Emission limit value NOx,1992,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,FIN,Finland,ELV_NOX,Emission limit value NOx,1993,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,FIN,Finland,ELV_NOX,Emission limit value NOx,1994,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,FIN,Finland,ELV_NOX,Emission limit value NOx,1995,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,FIN,Finland,ELV_NOX,Emission limit value NOx,1996,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,FIN,Finland,ELV_NOX,Emission limit value NOx,1997,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,FIN,Finland,ELV_NOX,Emission limit value NOx,1998,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,FIN,Finland,ELV_NOX,Emission limit value NOx,1999,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,SWE,Sweden,TAXCO2,Carbon dioxides (CO2) Tax,1996,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,SWE,Sweden,TAXCO2,Carbon dioxides (CO2) Tax,2001,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,SWE,Sweden,TAXCO2,Carbon dioxides (CO2) Tax,2002,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,SWE,Sweden,TAXCO2,Carbon dioxides (CO2) Tax,2003,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,SWE,Sweden,TAXCO2,Carbon dioxides (CO2) Tax,2004,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,SWE,Sweden,TAXCO2,Carbon dioxides (CO2) Tax,2005,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,SWE,Sweden,TAXCO2,Carbon dioxides (CO2) Tax,2006,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,SWE,Sweden,TAXCO2,Carbon dioxides (CO2) Tax,2007,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,SWE,Sweden,TAXCO2,Carbon dioxides (CO2) Tax,2008,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,SWE,Sweden,TAXCO2,Carbon dioxides (CO2) Tax,2009,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,SWE,Sweden,TAXCO2,Carbon dioxides (CO2) Tax,2010,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,TUR,Türkiye,FIT_WIND,Wind Energy support (Auctions & FITs),2006,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,TUR,Türkiye,FIT_WIND,Wind Energy support (Auctions & FITs),2007,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,TUR,Türkiye,FIT_WIND,Wind Energy support (Auctions & FITs),2008,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,TUR,Türkiye,FIT_WIND,Wind Energy support (Auctions & FITs),2009,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,TUR,Türkiye,FIT_WIND,Wind Energy support (Auctions & FITs),2010,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,ITA,Italy,ELV_DIESELSO,Emission limit value sulphur,2009,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,ITA,Italy,ELV_DIESELSO,Emission limit value sulphur,2010,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,CAN,Canada,ELV_PM,Emission limit value PM,2007,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,CAN,Canada,ELV_PM,Emission limit value PM,2008,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,CAN,Canada,ELV_PM,Emission limit value PM,2009,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,KOR,Korea,ELV_PM,Emission limit value PM,2005,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,KOR,Korea,ELV_PM,Emission limit value PM,2006,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,KOR,Korea,ELV_PM,Emission limit value PM,2007,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,KOR,Korea,ELV_PM,Emission limit value PM,2008,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,KOR,Korea,ELV_PM,Emission limit value PM,2009,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,KOR,Korea,ELV_PM,Emission limit value PM,2010,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,CAN,Canada,ELV_PM,Emission limit value PM,2010,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,SWE,Sweden,ELV_DIESELSO,Emission limit value sulphur,2009,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,SWE,Sweden,ELV_DIESELSO,Emission limit value sulphur,2010,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,FRA,France,RD_SUB,Low-carbon R&D expenditures,2009,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,AUS,Australia,TAXDIESEL,Diesel tax,2000,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,AUS,Australia,TAXDIESEL,Diesel tax,2001,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,AUS,Australia,TAXDIESEL,Diesel tax,2002,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,AUS,Australia,TAXDIESEL,Diesel tax,2003,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,AUS,Australia,TAXDIESEL,Diesel tax,2004,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,AUS,Australia,TAXDIESEL,Diesel tax,2005,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,AUS,Australia,TAXDIESEL,Diesel tax,2006,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,AUS,Australia,TAXDIESEL,Diesel tax,2007,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,AUS,Australia,TAXDIESEL,Diesel tax,2008,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,AUS,Australia,TAXDIESEL,Diesel tax,2009,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,AUS,Australia,TAXDIESEL,Diesel tax,2010,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,AUS,Australia,ELV_SOX,Emission limit value SOx,2005,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,AUS,Australia,ELV_SOX,Emission limit value SOx,2006,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,AUS,Australia,ELV_SOX,Emission limit value SOx,2007,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,AUS,Australia,ELV_SOX,Emission limit value SOx,2008,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,AUS,Australia,ELV_SOX,Emission limit value SOx,2009,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,AUS,Australia,ELV_SOX,Emission limit value SOx,2010,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,CHE,Switzerland,TAXDIESEL,Diesel tax,1994,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,CHE,Switzerland,TAXDIESEL,Diesel tax,1995,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,CHE,Switzerland,TAXDIESEL,Diesel tax,1996,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,CHE,Switzerland,TAXDIESEL,Diesel tax,1997,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,CHE,Switzerland,TAXDIESEL,Diesel tax,1998,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,CHE,Switzerland,TAXDIESEL,Diesel tax,1999,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,CHE,Switzerland,TAXDIESEL,Diesel tax,2000,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,CHE,Switzerland,TAXDIESEL,Diesel tax,2001,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,CHE,Switzerland,TAXDIESEL,Diesel tax,2002,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,CHE,Switzerland,TAXDIESEL,Diesel tax,2003,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,CHE,Switzerland,TAXDIESEL,Diesel tax,2004,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,GBR,United Kingdom,TAXDIESEL,Diesel tax,1994,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,GBR,United Kingdom,TAXDIESEL,Diesel tax,1995,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,GBR,United Kingdom,TAXDIESEL,Diesel tax,1996,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,GBR,United Kingdom,TAXDIESEL,Diesel tax,1997,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,GBR,United Kingdom,TAXDIESEL,Diesel tax,1998,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,GBR,United Kingdom,TAXDIESEL,Diesel tax,1999,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,GBR,United Kingdom,TAXDIESEL,Diesel tax,2000,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,GBR,United Kingdom,TAXDIESEL,Diesel tax,2001,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,GBR,United Kingdom,TAXDIESEL,Diesel tax,2002,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,GBR,United Kingdom,TAXDIESEL,Diesel tax,2003,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,GBR,United Kingdom,TAXDIESEL,Diesel tax,2004,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,GBR,United Kingdom,TAXDIESEL,Diesel tax,2005,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,GBR,United Kingdom,TAXDIESEL,Diesel tax,2009,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,KOR,Korea,ELV_DIESELSO,Emission limit value sulphur,2009,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,KOR,Korea,ELV_DIESELSO,Emission limit value sulphur,2010,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,NOR,Norway,TAXCO2,Carbon dioxides (CO2) Tax,1992,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,NOR,Norway,TAXCO2,Carbon dioxides (CO2) Tax,1993,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,NOR,Norway,TAXCO2,Carbon dioxides (CO2) Tax,1995,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,NOR,Norway,TAXCO2,Carbon dioxides (CO2) Tax,1996,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,NOR,Norway,TAXCO2,Carbon dioxides (CO2) Tax,1997,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,NOR,Norway,TAXCO2,Carbon dioxides (CO2) Tax,1998,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,NOR,Norway,TAXCO2,Carbon dioxides (CO2) Tax,1999,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,NOR,Norway,TAXCO2,Carbon dioxides (CO2) Tax,2005,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,NOR,Norway,TAXCO2,Carbon dioxides (CO2) Tax,2006,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,NOR,Norway,TAXCO2,Carbon dioxides (CO2) Tax,2007,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,NOR,Norway,TAXCO2,Carbon dioxides (CO2) Tax,2008,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,NOR,Norway,TAXCO2,Carbon dioxides (CO2) Tax,2009,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,NOR,Norway,TAXCO2,Carbon dioxides (CO2) Tax,2010,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,AUT,Austria,ELV_DIESELSO,Emission limit value sulphur,2009,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,AUT,Austria,ELV_DIESELSO,Emission limit value sulphur,2010,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,HUN,Hungary,ELV_DIESELSO,Emission limit value sulphur,2009,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,HUN,Hungary,ELV_DIESELSO,Emission limit value sulphur,2010,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,CHE,Switzerland,ELV_PM,Emission limit value PM,2007,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,CHE,Switzerland,ELV_PM,Emission limit value PM,2008,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,CHE,Switzerland,ELV_PM,Emission limit value PM,2009,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,CHE,Switzerland,ELV_PM,Emission limit value PM,2010,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,CAN,Canada,ELV_NOX,Emission limit value NOx,2007,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,CAN,Canada,ELV_NOX,Emission limit value NOx,2010,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,CAN,Canada,ELV_NOX,Emission limit value NOx,2008,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,CAN,Canada,ELV_NOX,Emission limit value NOx,2009,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,KOR,Korea,TAXSOX,Sulphur Oxides (SOx) Tax,2002,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,KOR,Korea,TAXSOX,Sulphur Oxides (SOx) Tax,2003,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,KOR,Korea,TAXSOX,Sulphur Oxides (SOx) Tax,2004,,6,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,KOR,Korea,TAXSOX,Sulphur Oxides (SOx) Tax,2005,,6,,A,,,,0,Units,,
