Data Extracted from EPA's FLIGHT Tool (http://ghgdata.epa.gov/ghgp),,,,,,,,,,,,
The data was reported to EPA by facilities as of 08/16/2024,,,,,,,,,,,,
All emissions data is presented in units of metric tons of carbon dioxide equivalent using GWP's from IPCC's AR4,,,,,,,,,,,,
GHG data for some source categories are not directly comparable between 2010 and subsequent years. 12 new source categories began reporting for 2011.,,,,,,,,,,,,
Search Parameters: year=2023; GHGs=ALL; data type=All Direct Emitters; ,,,,,,,,,,,,
,,,,,,,,,,,,
REPORTING YEAR,FACILITY NAME,GHGRP ID,REPORTED ADDRESS,LATITUDE,LONGITUDE,CITY NAME,COUNTY NAME,STATE,ZIP CODE,PARENT COMPANIES,GHG QUANTITY (METRIC TONS CO2e),SUBPARTS
2018,North 1st,1000108,NORTH 1ST & 47-79 RIVER ST,40.7168,-73.9665,BROOKLYN,Kings,NY,11211,NEW YORK POWER AUTHORITY (100%),31070,"C,D"
2018,North Island,1000549,BUILDING 353,32.705,-117.189,CORONADO,San Diego,CA,92118,ATLANTIC POWER CORP (100%),17806,C
2018,North Omaha Station,1006069,7475 PERSHING DRIVE,41.3297,-95.9458,OMAHA,Douglas,NE,68112,OMAHA PUBLIC POWER DISTRICT (100%),1900345,D
2018,North Valmy,1001197,23755 Treaty Hill Road,40.8831,-117.1542,VALMY,Humboldt,NV,89438,IDACORP (50%); NV ENERGY (50%),1483359,"C,D"
2018,Northampton Generating Plant,1006645,1 HORWITH DRIVE,40.6917,-75.4792,NORTHAMPTON,Northampton,PA,18067,Olympus Power LLC (100%),272435,"C,D"
2018,Northeastern,1000862,7300 E. Hwy 88,36.4317,-95.7008,Oologah,Rogers,OK,74053,AMERICAN ELECTRIC POWER (100%),3832351,"C,D"
2018,Northeastern Power Company,1001233,RT 309 SOUTH,40.8737,-75.9936,MCADOO,Schuylkill,PA,18237,Vistra Energy Corp (100%),238131,"C,D"
2018,Northport,1000771,EATON'S NECK ROAD,40.9231,-73.3417,NORTHPORT,Suffolk,NY,11768,NATIONAL GRID USA (100%),1622225,"C,D"
2018,Northside,1001498,4377 HECKSCHER DRIVE,30.4172,-81.5525,JACKSONVILLE,Duval,FL,32226,JEA (100%),3986302,"C,D"
2018,Novo Biopower,1006649,4047 Catalyst Rd.,34.503981,-110.33618,SNOWFLAKE,NAVAJO COUNTY,AZ,85937,NOVO POWER (100%),3982,"C,TT"
2018,Nucla,1007676,30739 DD 30 ROAD,38.2387,-108.5083,NUCLA,Montrose,CO,81424,TRI-STATE GENERATION & TRANSMISSION (100%),92521,"C,D"
2018,Nueces Bay,1000922,2002 NAVIGATION BOULEVARD,27.8182,-97.4189,CORPUS CHRISTI,Nueces,TX,78402,TOPAZ POWER GROUP LLC (100%),902956,"C,D"
2018,O L S ENERGY-AGNEWS,1005975,3800 Cisco Way,37.408333,-121.929167,SAN JOSE,SANTA CLARA COUNTY,CA,95134,CALPINE CORP (100%),8314,C
2018,O W Sommers,1000570,12940 S US Hwy 181,29.3078,-98.3244,SAN ANTONIO,Bexar,TX,78223,CPS ENERGY (100%),581473,"C,D"
2018,OCCIDENTAL CHEMICAL CORPORATION - Taft Facility,1001709,266 HIGHWAY 3142,29.9861,-90.4575,HAHNVILLE,ST. CHARLES PARISH,LA,70057,OCCIDENTAL PETROLEUM CORP (100%),2239733,"C,D"
2018,OKLAHOMA STATE UNIVERSITY,1001634,"University Health Services, Suite 002",36.1199,-97.088842,STILLWATER,PAYNE COUNTY,OK,74078,OKLAHOMA STATE UNIVERSITY (100%),25115,C
2018,OLS ENERGY CHINO,1001971,5601 EUCALYPTUS AVE.,33.989444,-117.681111,CHINO,SAN BERNARDINO COUNTY,CA,91708,OLS Acquisition CORP (100%),18717,C
2018,ORRVILLE MUNICIPAL POWER PLANT,1003263,1100 PERRY STREET,40.8512,-81.7659,ORRVILLE,WAYNE COUNTY,OH,44667,CITY OF ORRVILLE (100%),36301,C
2018,Oak Grove,1007505,8127 Oak Grove Road,31.185,-96.4853,FRANKLIN,Robertson,TX,77856,Vistra Energy Corp (100%),12072909,"C,D"
2018,"Ocean Peaking Power, LP",1000373,123 ENERGY WAY,40.0606,-74.1672,LAKEWOOD,Ocean,NJ,8701,NAUTILUS POWER LLC (100%),143514,"C,D"
2018,Ocean State Power,1001258,1575 SHERMAN FARM ROAD,42.0099,-71.6701,HARRISVILLE,Providence,RI,2830,"LS Power Development, LLC (100%)",285940,D
2018,Ocean State Power II,1001271,1575 SHERMAN FARM ROAD,42.0099,-71.6701,HARRISVILLE,Providence,RI,2830,"LS Power Development, LLC (100%)",381620,D
2018,Ocotillo Power Plant,1007299,1500 EAST UNIVERSITY,33.4225,-111.9122,TEMPE,Maricopa,AZ,85281,PINNACLE WEST CAPITAL CORP (100%),202947,"C,D"
2018,Odessa-Ector Generating Station,1001365,"2200 EAST I-20, Service Road South",31.8378,-102.3278,ODESSA,Ector,TX,79766,Vistra Energy Corp (100%),2952525,D
2018,"Odyssey Energy Altura Cogen, LLC",1000255,2330 SHELDON ROAD,29.8169,-95.1086,CHANNELVIEW,Harris,TX,77530,OPTIM ENERGY LLC (100%),1929685,D
2018,Oklaunion Power Station,1001426,12567 FM RD 3430,34.0825,-99.1753,OKLAUNION,Wilbarger,TX,76373,AMERICAN ELECTRIC POWER (70.31%); BROWNSVILLE PUBLIC UTILITIES BOARD (17.97%); OKLAHOMA MUNICIPAL POWER AUTHORITY (11.72%),3688414,D
2018,Oleander Power Project,1006808,555 TOWNSEND RD,28.3661,-80.7947,COCOA,Brevard,FL,32926,NEXTERA ENERGY (100%),75455,"C,D"
2018,Oneta Energy Center,1007570,25142 EAST 105TH ST SOUTH,36.0119,-95.6967,BROKEN ARROW,Wagoner,OK,74011,"LS Power Development, LLC (100%)",2061544,"C,D"
2018,Ontelaunee Energy Center,1001356,5115 POTTSVILLE PIKE,40.4219,-75.9353,READING,Berks,PA,19605,Vistra Energy Corp (100%),1544665,"C,D"
2018,Orange Cogeneration Facility,1001272,1901 CLEAR SPRINGS ROAD,27.8708,-81.8253,BARTOW,Polk,FL,33830,NORTHERN STAR GENERATION LLC (100%),193100,"C,D"
2018,Orange Grove Project,1000548,35435 Pala Del Norte Rd.,33.359,-117.111,Pala,San Diego,CA,92059,J POWER USA DEVELOPMENT CO LTD (100%),20377,D
2018,Oregon Clean Energy Center,1012932,816 North Lallendorf Road,41.6669,-83.44879,Oregon,LUCAS COUNTY,OH,43616,EIF OREGON LLC (50%); ISQ OREGON LLC (50%),1657423,"C,D"
2018,Orlando CoGen,1001276,8275 EXCHANGE DRIVE,28.4422,-81.4119,ORLANDO,Orange,FL,32809,ATLANTIC POWER CORP (50%); NORTHERN STAR GENERATION LLC (50%),433129,D
2018,"Ormond Beach Power, LLC",1001449,6635 S EDISON DR,34.1292,-119.1689,OXNARD,Ventura,CA,93033,"GenOn Holdings, LLC (100%)",119823,"C,D"
2018,Osprey Energy Center,1000107,1651 W DERBY AVE,28.0525,-81.8083,AUBURNDALE,Polk,FL,33823,DUKE ENERGY CORP (100%),784590,D
2018,Oswald Generating Station,1001368,17400 HWY 365,34.5923,-92.2166,Little Rock,Pulaski,AR,72206,ARKANSAS ELECTRIC COOPERATIVE CORP (100%),238583,"C,D"
2018,Oswego Harbor Power,1006915,261 WASHINGTON BLVD,43.46,-76.53,OSWEGO,Oswego,NY,13126,NRG ENERGY INC (100%),59575,"C,D"
2018,"Otay Mesa Energy Center, LLC",1000796,606 De La Fuente Court,32.5733,-116.9153,SAN DIEGO,San Diego,CA,92154,CALPINE CORP (100%),201347,D
2018,Ottumwa,1001050,20775 POWER PLANT ROAD,41.0961,-92.5556,OTTUMWA,Wapello,IA,52548,BERKSHIRE HATHAWAY INC (52%); ALLIANT ENERGY CORP (48%),4035856,"C,D"
2018,Ouachita Plant,1000826,350 HARVEY GREGG RD,32.7056,-92.0697,STERLINGTON,Ouachita,LA,71280,ENTERGY CORP (100%),1477677,"C,D"
2018,P L Bartow Power Plant,1001489,1601 WEEDON ISLAND DRIVE,27.8613,-82.6012,SAINT PETERSBURG,Pinellas,FL,33702,DUKE ENERGY CORP (100%),2957806,"C,D"
2018,PAINESVILLE MUNICIPAL ELECTRIC PLANT,1002545,325 RICHMOND STREET,41.726396,-81.254031,PAINESVILLE,LAKE COUNTY,OH,44077,CITY OF PAINESVILLE (100%),5718,C
2018,PEA RIDGE,1002500,4575 HIGHWAY 90,30.60356,-87.13305,PACE,SANTA ROSA COUNTY,FL,32571,SOUTHERN CO (100%),77704,C
2018,PEARSALL POWER PLANT,1004104,2393 COUNTY ROAD 1005,28.924928,-99.08848,PEARSALL,FRIO COUNTY,TX,78061,SOUTH TEXAS ELECTRIC COOPERATIVE INC (100%),141059,C
2018,PEI Power Corporation,1001236,170 Cogen Rd,41.4844,-75.5403,ARCHBALD,Lackawanna,PA,18403,ENERGY TRANSFER PARTNERS LP (100%),24160,"C,D"
2018,PG&E COLUSA GENERATING STATION,1007173,4780 Dirks Rd,39.3648,-122.268,Maxwell,Colusa,CA,95955,PACIFIC GAS & ELECTRIC CO (100%),1169215,"C,D"
2018,PG&E GATEWAY GENERATING STATION,1007469,3225 WILBUR AVE,38.0167,-121.7592,ANTIOCH,Contra Costa,CA,94509,PACIFIC GAS & ELECTRIC CO (100%),1164012,"C,D"
2018,PG&E HUMBOLDT BAY,1007411,1000 KING SALMON AVE,40.7415,-124.2103,EUREKA,Humboldt,CA,95503,PACIFIC GAS & ELECTRIC CO (100%),179147,C
2018,PHILADELPHIA ROAD GENERATING,1003051,3914 PULASKI HWY,39.2986,-76.5636,BALTIMORE,BALTIMORE CITY,MD,21205,EXELON CORP (100%),5929,C
2018,PLAINS END Generating Station,1003138,8950 HIGHWAY 93,39.857312,-105.233112,Arvada,JEFFERSON COUNTY,CO,80007,PLAINS END FINANCING LLC (100%),8738,C
2018,PR ELEC POWER AUTH SOUTH COAST STATION,1007452,PR-127 KM. 15.7,18.037325,-66.796287,GUAYANILLA,GUAYANILLA MUNICIPIO,PR,656,PUERTO RICO ELECTRIC POWER AUTHORITY COMMONWEALTH OF PUERTO RICO (100%),347154,C
2018,PRAIRIE STATE GENERATING STATION,1001887,1739 NEW MARIGOLD RD.,38.2792,-89.667,MARISSA,WASHINGTON COUNTY,IL,62257,PRAIRIE STATE ENERGY CAMPUS MANAGEMENT CO (100%),12097722,"C,D,FF"
2018,PREPA AGUIRRE POWER GENERATION COMPLEX,1005504,PR-03 KM 152.7 BO. MONTESORRIA AGUIRRE,17.95,-66.23249,AGUIRRE,SALINAS MUNICIPIO,PR,704,PUERTO RICO ELECTRIC POWER AUTHORITY COMMONWEALTH OF PUERTO RICO (100%),2617151,C
2018,PREPA Cambalache Combustion Turbine Plant,1005539,"PR-681, KM 0.5",18.467169,-66.712753,ARECIBO,ARECIBO MUNICIPIO,PR,612,PUERTO RICO ELECTRIC POWER AUTHORITY COMMONWEALTH OF PUERTO RICO (100%),80102,C
2018,PREPA Mayaguez Turbine Power Block,1005541,,18.2191,-67.1599,MAYAGUEZ,MAYAGUEZ MUNICIPIO,PR,680,PUERTO RICO ELECTRIC POWER AUTHORITY COMMONWEALTH OF PUERTO RICO (100%),92700,C
2018,PREPA Palo Seco Steam Power Plant,1003650,PR-165 KM 30.8,18.430585,-66.224817,Toa Baja,TOA BAJA MUNICIPIO,PR,949,PUERTO RICO ELECTRIC POWER AUTHORITY COMMONWEALTH OF PUERTO RICO (100%),968950,C
2018,PREPA San Juan Steam Power Plant,1003649,,18.4275,-66.1052,SAN JUAN,SAN JUAN MUNICIPIO,PR,936,PUERTO RICO ELECTRIC POWER AUTHORITY COMMONWEALTH OF PUERTO RICO (100%),1941444,C
2018,PSE Ferndale Generating Station,1000001,5105 LAKE TERRELL ROAD,48.828707,-122.685533,FERNDALE,WHATCOM COUNTY,WA,98248,PUGET SOUND ENERGY (100%),302529,D
2018,PUBLIC SERVICE CO DENVER STEAM PLT,1002817,1875 DELGANY STREET (19TH AND DELGANY),39.754103,-105.000224,DENVER,DENVER COUNTY,CO,80202,XCEL ENERGY (100%),44715,C
2018,PUGET POWER ENERGY-WHITEHORN GEN.STATION,1004176,4930 BROWN RD.,48.886533,-122.753527,BLAINE,WHATCOM COUNTY,WA,98230,PUGET SOUND ENERGY (100%),44531,C
2018,PUGET SOUND ENERGY - SUMAS,1004367,1340 THOMPSON LANE,48.9905,-122.2733,SUMAS,WHATCOM COUNTY,WA,98295,PUGET SOUND ENERGY (100%),131166,D
2018,Paddys Run,1001585,4512 Bells Lane,38.2147,-85.8453,Louisville,JEFFERSON COUNTY,KY,40211,LG&E & KU ENERGY LLC (100%),50813,"C,D"
2018,Palomar Energy Center,1000410,2300 Harveson Place,33.1192,-117.118,ESCONDIDO,San Diego,CA,92029,SEMPRA ENERGY INC (100.0%),752157,D
2018,Panoche Energy Center,1000546,43883 WEST PANOCHE ROAD,36.6513,-120.5833,FIREBAUGH,Fresno,CA,93662,EIF PANOCHE LLC (100%),311038,D
2018,Panther Creek Energy Facility,1001252,4 DENNISON ROAD,40.8556,-75.8781,NESQUEHONING,Carbon,PA,18240,OLYMPUS POWER LLC (100%),198085,C
2018,Paradise,1005830,13246 STATE ROUTE 176/STE 10,37.2608,-86.9783,DRAKESBORO,Muhlenberg,KY,42337,US GOVERNMENT (%),6557165,"C,D"
2018,Paris,1001108,335 NORTH 172ND AVE,42.6658,-88.0131,UNION GROVE,Kenosha,WI,53182,WEC Energy Group (100%),70047,D
2018,Paris Energy Center,1000472,301 LAKE CROOK ROAD,33.6968,-95.5577,PARIS,Lamar,TX,75460,PARIS GENERATION LP (100%),225042,D
2018,Pasadena Power Plant,1001300,955 PHILLIPS ROAD,29.7233,-95.1769,PASADENA,Harris,TX,77506,CALPINE CORP (100%),1528983,"C,D"
2018,Pastoria Energy Facility,1000133,39789 EDMONSTON PUMPING PLANT,34.9556,-118.844,LEBEC,Kern,CA,93243,CALPINE CORP (100%),1672518,D
2018,Pawnee,1001048,14940 County Road 24,40.2217,-103.6803,Brush,Morgan,CO,80723,XCEL ENERGY (100%),3655730,"C,D"
2018,Pedricktown Cogeneration Plant,1001202,143 HIGHWAY 130,39.7661,-75.4242,PEDRICKTOWN,Salem,NJ,8067,TALEN ENERGY CORP (100%),23795,"C,D"
2018,Peno Creek Energy Center,1000151,16303 PIKE 43,39.3531,-91.2295,BOWLING GREEN,Pike,MO,63334,AMEREN CORP (100%),55178,D
2018,Permian Basin,1007155,600 NORTH YUCCA DR,31.5839,-102.9636,MONAHANS,Ward,TX,79756,Vistra Energy Corp (100%),50353,C
2018,Perryman,1000644,900 CHELSEA ROAD,39.4422,-76.2208,PERRYMAN,Harford,MD,21130,EXELON CORP (100%),179891,D
2018,Perryville Power Station,1007305,11140 HWY 165 N,32.6914,-92.0192,STERLINGTON,Ouachita,LA,71280,ENTERGY CORP (100%),1491196,"C,D"
2018,Pet Coke/Coal Fired Energy Generating Facility,1009496,988 FM1593 South,28.938238,-96.517431,Point Comfort,JACKSON COUNTY,TX,77978,FORMOSA PLASTICS CORP USA (100%),731249,C
2018,Petersburg,1001536,6925 NORTH STATE ROAD 57,38.5267,-87.2525,PETERSBURG,Pike,IN,47567,AES CORP (100%),9291274,D
2018,Pinckneyville Power Plant,1001362,4646 WHITE WALNUT ROAD,38.1114,-89.3467,PINCKNEYVILLE,Perry,IL,62274,AMEREN CORP (100%),81160,"C,D"
2018,Pine Bluff Energy Center,1007025,5301 FAIRFIELD ROAD,34.2181,-91.9025,PINE BLUFF,Jefferson,AR,71601,CALPINE CORP (100%),750988,"C,D"
2018,Pinelawn Power,1000456,380 PATTON AVE,40.7358,-73.3881,WEST BABYLON,Suffolk,NY,11704,J POWER USA DEVELOPMENT CO LTD (100%),76919,D
2018,Pio Pico Energy Center,1012414,7363 Calzada De La Fuente,32.574756,-116.917302,San Diego,SAN DIEGO COUNTY,CA,92154,IIF US HOLDING LP (100%),80557,D
2018,Pioneer Generating Station,1011315,5639 151st Ave NW,48.233527,-103.950951,Williston,WILLIAMS COUNTY,ND,58801,BASIN ELECTRIC POWER COOPERATIVE (100%),201145,"C,D"
2018,Piti 7 Combustion Turbine,1012967,178 Cabras Highway,13.4297068,144.6494573,Piti,,GU,96915,GUAM POWER AUTHORITY (100%),64465,C
2018,Pittsburg Generating Station (CA),1001441,696 W 10TH ST,38.0392,-121.894,PITTSBURG,Contra Costa,CA,94565,GenOn Holdings (100%),17,"C,D"
2018,Pittsfield Generating,1005731,235 MERRILL ROAD,42.4564,-73.2181,PITTSFIELD,Berkshire,MA,1201,PITTSFIELD GENERATING CO LP (100%),60009,"C,D"
2018,"Pixley Cogen Partners, LLC",1004685,11518 Road 120,36.000833,-119.302222,Pixley,TULARE COUNTY,CA,93256,CALGREN RENEWABLE FUELS LLC (100%),72802,C
2018,Plant H. Allen Franklin,1001163,6109 LEE ROAD 249,32.6094,-85.0961,SMITHS,Lee,AL,36877,SOUTHERN CO (100%),4557966,"C,D"
2018,Plant Rowan County,1001153,5755 NC HWY 801,35.7325,-80.6019,SALISBURY,Rowan,NC,28147,SOUTHERN CO (100%),1857185,"C,D"
2018,Plant X,1006577,5M S OF EARTH ON FM RD 1055,34.1661,-102.4114,EARTH,Lamb,TX,79031,XCEL ENERGY (100%),767173,"C,D"
2018,Plaquemine Cogen Facility,1000816,21255 HIGHWAY 1,30.3215,-91.2392,PLAQUEMINE,Iberville,LA,70765,DOW CHEMICAL (100%),2814140,D
2018,Platte,1007597,1035 W. Wildwood Drive,40.8538,-98.3481,Grand Island,Hall,NE,68801,GRAND ISLAND UTILITIES DEPARTMENT (100%),642384,"C,D"
2018,Pleasant Hill Energy Center,1001079,3191 SE 45 ST,41.5572,-93.5242,PLEASANT HILL,Polk,IA,50317,BERKSHIRE HATHAWAY INC (100%),11672,"C,D"
2018,Pleasant Prairie,1006632,8000 95TH ST,42.5381,-87.9033,PLEASANT PRAIRIE,Kenosha,WI,53158,WEC ENERGY GROUP (100%),2088669,"C,D"
2018,Pleasant Valley Station,1001165,68435 310TH ST,43.7997,-92.6819,DEXTER,Mower,MN,55926,GREAT RIVER ENERGY (100%),62801,"C,D"
2018,"Pleasants Energy, LLC",1006933,10319 SOUTH PLEASANTS HIGHWAY,39.3328,-81.3639,SAINT MARYS,Pleasants,WV,26170,Vistra Energy Corp (100%),392563,"C,D"
2018,Pleasants Power Station,1001001,#1 POWER STATION BLVD,39.3668,-81.2944,WILLOW ISLAND,Pleasants,WV,26134,FIRSTENERGY GENERATION CORP (100%),6659464,"C,D"
2018,Plum Point Energy Station,1000539,2732A CR 623,35.6626,-89.9469,OSCEOLA,Mississippi,AR,72370,EAST TEXAS ELECTRIC COOPERATIVE INC (7.52%); THE EMPIRE DISTRICT ELECTRIC CO (7.52%); MUNICIPAL ENERGY AGENCY OF MISSISSIPPI (6%); PLUM POINT ENERGY ASSOCIATES LLC (56.85%); MISSOURI JOINT MUNICIPAL ELECTRIC UTILITY COMMISSION (22.11%),5187454,"C,D"
2018,Poletti 500 MW CC,1000467,31 03 20TH AVE,40.7881,-73.9056,ASTORIA,Queens,NY,11105,NEW YORK POWER AUTHORITY (100%),876904,D
2018,Polk,1001100,9995 STATE ROAD 37 SOUTH,27.7286,-81.9897,MULBERRY,Polk,FL,33860,TAMPA ELECTRIC CO (100%),3322448,"C,D"
2018,Ponca,1001513,1420 N UNION,36.7205,-97.0868,PONCA CITY,Kay,OK,74601,OKLAHOMA MUNICIPAL POWER AUTHORITY (100%),25425,"C,D"
2018,"Port Comfort Power, LLC",1012911,,28.646881,-96.545839,Point Comfort,CALHOUN COUNTY,TX,77978,PEAKER POWER LLC (100%),35870,D
2018,Port Everglades,1001484,8100 EISENHOWER BOULEVARD,26.0856,-80.1253,FORT LAUDERDALE,Broward,FL,33316,FPL GROUP INC (100%),2411307,D
2018,Port Jefferson Energy Center,1005784,BEACH ST,40.9503,-73.0786,PORT JEFFERSON,Suffolk,NY,11777,NATIONAL GRID USA (100%),261123,"C,D"
2018,Port Washington Generating Station,1006630,146 SOUTH WISCONSIN ST,43.3842,-87.8689,PORT WASHINGTON,Ozaukee,WI,53074,WEC Energy Group (100%),2205813,"C,D"
2018,Port Westward,1000455,81566 KALLUNKI RD,46.1792,-123.1717,CLATSKANIE,Columbia,OR,97016,PORTLAND GENERAL ELECTRIC CO (100%),1018453,"C,D"
2018,Portland,1000873,40897 RIVER RD,40.91,-75.0789,PORTLAND,Northampton,PA,18351,"GenOn Holdings, LLC (100%)",7707,"C,D"
2018,Portside Energy,1000236,6290 US HWY 12,41.6317,-87.1728,PORTAGE,Porter,IN,46368,PRIMARY ENERGY RECYCLING HOLDINGS LLC (100%),212332,C
2018,Possum Point Power Station,1000966,19000 POSSUM POINT ROAD,38.5367,-77.2806,DUMFRIES,Prince William,VA,22026,DOMINION ENERGY INC (100%),1505365,"C,D"
2018,Potomac Energy Center,1012160,20260 Energy Park Drive,39.056099,-77.541791,Leesburg,LOUDOUN COUNTY,VA,20175,PANDA POWER FUNDS (100%),1875586,"C,D"
2018,Potter,1000665,150 POTTER ROAD,42.235,-70.9672,BRAINTREE,Norfolk,MA,2184,BRAINTREE ELECTRIC LIGHT DEPARTMENT (100%),27345,"C,D"
2018,Pouch Terminal,1000113,143 EDGEWATER STREET,40.6188,-74.069,STATEN ISLAND,Richmond,NY,10305,NEW YORK POWER AUTHORITY (100%),34950,"C,D"
2018,Power Lane Steam Plant,1000992,4201 POWERLANE,33.1707,-96.1264,GREENVILLE,Hunt,TX,75401,GREENVILLE ELECTRIC UTILITY SYSTEM (100%),19630,"C,D"
2018,Powerton,1001521,13082 EAST MANITO RD,40.5408,-89.6786,PEKIN,Tazewell,IL,61554,NRG ENERGY INC (100%),5306606,"C,D"
2018,Prairie Creek,1001548,3300 C ST SW,41.9439,-91.6386,CEDAR RAPIDS,Linn,IA,52404,ALLIANT ENERGY CORP (100%),635639,"C,D"
2018,"Pratt & Whitney, East Hartford",1001281,400 MAIN,41.75,-72.6347,EAST HARTFORD,Hartford,CT,6108,UNITED TECHNOLOGIES CORP (100%),84515,"C,D"
2018,Presque Isle,1000680,2701 LAKESHORE BOULEVARD NORTH,46.5789,-87.395,MARQUETTE,Marquette,MI,49855,WEC Energy Group (100%),1705795,"C,D"
2018,Procter & Gamble Power Plant,1001129,5000 83rd St,38.5306,-121.399,SACRAMENTO,Sacramento,CA,95826,SACRAMENTO COGERATION AUTHORITY (100%),372626,"C,D"
2018,Pueblo Airport Generating Station,1000558,400 N 27th Lane,38.322,-104.533,Pueblo,Pueblo,CO,81001,BLACK HILLS CORP (100%),600635,D
2018,Pulliam,1000790,1530 N Bylsby Av,44.5397,-88.0083,Green Bay,Brown,WI,54303,WEC Energy Group (100%),657293,"C,D"
2018,Pyramid Generating Station,1000181,53 RAMOS FARMS ROAD,32.2363,-108.5494,LORDSBURG,Hidalgo,NM,88045,TRI-STATE GENERATION & TRANSMISSION (100%),37207,D
2018,Quail Run Energy Center,1000481,2950 East I 20,31.8414,-102.315,ODESSA,Ector,TX,79766,STARWOOD CAPITAL GROUP (100%),708532,"C,D"
2018,Quantum Pasco Power,1001274,14850 OLD SR 23,28.3744,-82.1892,DADE CITY,Pasco,FL,33523,ROCKLAND CAPITAL LLC (100%),42449,D
2018,Quindaro,1007455,3601 NORTH 12TH STREET,39.1486,-94.6405,KANSAS CITY,Wyandotte,KS,66104,UNIFIED GOVERNMENT OF WYANDOTTE COUNTY/KANSAS CITY KANSAS (100%),32805,"C,D"
2018,R D Green,1007309,State Highway Jct. 2096/2097,37.6467,-87.5006,Sebree,Webster,KY,42455,BIG RIVERS ELECTRIC CORP (100%),3297605,D
2018,R D Morrow Senior Generating Plant,1000535,304 OLD OKAHOLA SCHOOL ROAD,31.2194,-89.3933,PURVIS,Lamar,MS,39475,COOPERATIVE ENERGY (100%),140974,D
2018,R Gallagher,1001543,30 JACKSON ST,38.2636,-85.8381,NEW ALBANY,Floyd,IN,47200,DUKE ENERGY CORP (100%),286732,D
2018,R M Heskett,1007772,2025 38TH ST,46.8669,-100.8839,MANDAN,Morton,ND,58554,MDU RESOURCES GROUP INC (100%),648086,"C,D"
2018,R M Schahfer Generating Station,1001023,2723 E 1500 N,41.2175,-87.0239,WHEATFIELD,Jasper,IN,46392,NISOURCE INC (100%),8047380,"C,D"
2018,R S Nelson,1001602,3500 HOUSTON RIVER ROAD,30.2861,-93.2917,WESTLAKE,Calcasieu,LA,70669,ENTERGY CORP (91.4%); SAM RAYBURN G&T (4.5%); EAST TEXAS ELECTRIC COOPERATIVE INC (4.1%),3132713,"C,D"
2018,R W Miller,1000959,2217 FMROAD 3137,32.6581,-98.3103,PALO PINTO,Palo Pinto,TX,76484,BRAZOS ELECTRIC POWER COOPERATIVE INC (100%),280783,D
2018,"RED-Rochester, LLC-Eastman Business Park, NY",1011211,1060 Lee Road,43.1969,-77.6289,ROCHESTER,MONROE COUNTY,NY,14606,IRONCLAD ENERGY PARTNERS (100%),464318,C
2018,ROCHESTER DISTRICT HEATING COOPERATIVE,1006493,15 - 17 LAWN STREET,43.150002,-77.599998,ROCHESTER,MONROE COUNTY,NY,14607,ROCHESTER DISTRICT HEATING COOPERATIVE (100%),27817,C
2018,Raccoon Creek Power Plant,1000169,676 CYPRESS DRIVE,38.6996,-88.5392,FLORA,Clay,IL,62839,AMEREN CORP (100%),6264,"C,D"
2018,Rapids Energy Center,1002966,502 NW 3rd St.,47.263975,-93.62817,Grand Rapids,ITASCA COUNTY,MN,55744,ALLETE INC (100%),96083,C
2018,Rathdrum Combustion Turbine Project,1001124,5999 W BOEKEL ROAD,47.8034,-116.869,RATHDRUM,Kootenai,ID,83858,AVISTA CORP (100%),78985,"C,D"
2018,"Rathdrum Power, LLC",1001352,9924 WEST LANCASTER ROAD,47.7861,-116.9214,RATHDRUM,Kootenai,ID,83858,Polaris Rathdrum LLC (100%),607487,"C,D"
2018,Rausch Creek Generation LLC,1001249,490 West Main Street,40.6191,-76.45,TREMONT,Schuylkill,PA,17981,WESTWOOD GENERATION LLC (100%),388432,"C,D"
2018,Ravenswood Generating Station,1000764,38-54 VERNON BLVD,40.7585,-73.9451,LONG ISLAND CITY,Queens,NY,11101,LS POWER DEVELOPMENT LLC (100%),1806472,"C,D"
2018,Ravenswood Steam Plant,1000567,38-54 Vernon Blvd,40.76,-73.75,Long Island City,Queens,NY,11101,CONSOLIDATED EDISON INC (100%),11087,C
2018,Rawhide Energy Station,1001062,2700 East County Road 82,40.8611,-105.0206,Wellington,Larimer,CO,80549,PLATTE RIVER POWER AUTHORITY (100%),1752534,"C,D"
2018,Ray D Nixon,1001195,6598 RAY NIXON RD,38.6306,-104.7056,FOUNTAIN,El Paso,CO,80817,COLORADO SPRINGS UTILITIES (100%),1046207,"C,D"
2018,Ray Olinger,1007434,13835 CTY RD 489,33.0667,-96.4519,NEVADA,Collin,TX,75173,CITY OF GARLAND (100%),56529,"C,D"
2018,Rayburn Energy Station,1011453,510 Progress Dr,33.580992,-96.615264,Sherman,GRAYSON COUNTY,TX,75092,PANDA ENERGY (100%),1495027,"C,D"
2018,ReEnergy Black River LLC,1000482,4515 Euphrates River Valley Road,44.0361,-75.7712,FORT DRUM,JEFFERSON COUNTY,NY,13602,REENERGY BLACK RIVER LLC (100%),72777,"C,D"
2018,Red Gate Power Plant,1012373,3428 WEST FM 490,26.450628,-98.177386,Edinburg,HIDALGO COUNTY,TX,78541,SOUTH TEXAS ELECTRIC COOPERATIVE INC (100%),172592,"C,DD"
2018,Red Hills Generation Facility,1006935,2391 Pensacola Road,33.3761,-89.2183,Ackerman,Choctaw,MS,39735,SOUTHERN CO (100%),3512937,"C,D"
